"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"lucene",2,"org.apache.lucene.analysis.WhitespaceAnalyzer",4,1,0.5,10,0,4,2,2,0,0,0,3,3,0,0.990000009536743,0.230000004172325,0.863936169588185,FALSE
"lucene",2,"org.apache.lucene.search.QueryTermVector",26.6,5,1.6,278,0,37,9,10,1,0,0,4,4,0,0.980000019073486,0.310000002384186,0.898138297999159,FALSE
"lucene",2,"org.apache.lucene.analysis.PorterStemmer",42.18518519,26,5.7407,1174,0,43,13,27,1,1,0,1,0,0,0.97000002861023,0.270000010728836,0.871329782491035,FALSE
"lucene",2,"org.apache.lucene.index.TermPositions",0,1,1,1,0,1,1,1,0,20,0,21,1,0,0.990000009536743,0.46000000834465,0.887393616298412,FALSE
"lucene",2,"org.apache.lucene.analysis.TokenStream",1.333333333,1,0.6667,7,2,4,3,3,0,18,0,19,1,0,0.959999978542328,0.280000001192093,0.856648935441007,FALSE
"lucene",2,"org.apache.lucene.search.ExactPhraseScorer",29.5,1,0.5,61,0,8,0,2,0,2,1,8,6,1,0.990000009536743,0.389999985694885,0.913882982857684,FALSE
"lucene",2,"org.apache.lucene.search.RangeFilter",51.57142857,12,3.5714,373,0,30,7,7,1,1,1,6,5,1,0.939999997615814,0.259999990463257,0.739095744300396,FALSE
"lucene",2,"org.apache.lucene.index.SegmentInfo",12,0,0,16,0,2,1,1,0,4,0,5,1,0,0.990000009536743,0.389999985694885,0.887978723074528,TRUE
"lucene",2,"org.apache.lucene.store.BufferedIndexInput",21.11111111,2,1,204,3,14,6,9,0.8,3,4,4,1,1,0.980000019073486,0.430000007152557,0.83430851044807,FALSE
"lucene",2,"org.apache.lucene.index.TermInfosWriter",61,1,0.6667,383,0,29,0,6,0.727272727,2,0,8,6,0,0.990000009536743,0.340000003576279,0.894627661939631,FALSE
"lucene",2,"org.apache.lucene.search.MultiSearcher",35.93333333,6,1.2667,557,1,50,13,15,1,2,5,19,18,1,0.990000009536743,0.330000013113022,0.895053190912338,TRUE
"lucene",2,"org.apache.lucene.analysis.standard.ParseException",74,14,4.8,380,0,18,4,5,0.4,1,1,2,1,1,0.589999973773956,-0.189999997615814,0.345478723033708,FALSE
"lucene",2,"org.apache.lucene.search.MultiPhraseQuery",22.52941176,7,2.0588,404,0,55,13,17,1,3,4,12,10,2,1,0.389999985694885,0.897978725585532,FALSE
"lucene",2,"org.apache.lucene.store.IndexOutput",12.5,1,0.9286,189,1,17,14,14,0,18,0,18,0,0,0.980000019073486,0.400000005960464,0.883617021143436,FALSE
"lucene",2,"org.apache.lucene.search.HitQueue",18.5,4,2,39,0,4,0,2,0,4,3,6,2,1,0.980000019073486,0.430000007152557,0.876489360123239,FALSE
"lucene",2,"org.apache.lucene.search.NonMatchingScorer",4.166666667,1,0.8333,31,0,10,6,6,0,1,3,4,3,1,0.980000019073486,0.389999985694885,0.886808512058664,TRUE
"lucene",2,"org.apache.lucene.search.TopFieldDocs",9,0,0,11,0,2,0,1,0,11,0,14,3,0,0.990000009536743,0.430000007152557,0.897446809613958,FALSE
"lucene",2,"org.apache.lucene.search.spans.SpanNearQuery",27.25,7,1.75,343,0,46,12,12,1,1,2,7,7,2,1,0.400000005960464,0.895000002010072,FALSE
"lucene",2,"org.apache.lucene.document.Document",23.21428571,5,2.5714,341,0,35,14,14,0.5,22,0,23,1,0,0.910000026226044,0.200000002980232,0.601702125703401,FALSE
"lucene",2,"org.apache.lucene.analysis.standard.StandardTokenizerConstants",68,0,0,87,0,1,0,1,0,3,0,3,0,0,0.980000019073486,0.300000011920929,0.877659573833993,FALSE
"lucene",2,"org.apache.lucene.queryParser.QueryParserTokenManager",77.77777778,102,7.0556,2855,0,52,7,36,0.210526316,1,0,5,4,0,0.97000002861023,0.389999985694885,0.845531914462434,FALSE
"lucene",2,"org.apache.lucene.search.SloppyPhraseScorer",51.5,1,0.5,106,0,11,0,2,1,2,1,8,6,1,0.990000009536743,0.360000014305115,0.915744684795116,TRUE
"lucene",2,"org.apache.lucene.index.TermEnum",2.5,1,0.8333,21,5,8,6,6,0,24,0,25,1,0,0.990000009536743,0.439999997615814,0.910053194837367,TRUE
"lucene",2,"org.apache.lucene.search.MultiSearcherThread",26.16666667,6,1.5,173,0,12,6,6,1,1,0,12,11,0,0.990000009536743,0.449999988079071,0.89712766034806,FALSE
