"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"log4j",1,"org.apache.log4j.helpers.ISO8601DateFormat",23.75,3,1,99,0,12,4,4,0,2,3,3,1,1,0.97000002861023,0.330000013113022,0.789473682417905,TRUE
"log4j",1,"org.apache.log4j.xml.Transform",2,1,0.5,6,0,3,2,2,0,0,0,0,0,0,0.839999973773956,0.300000011920929,0.569548870163753,FALSE
"log4j",1,"org.apache.log4j.helpers.AppenderAttachableImpl",20.875,5,3.125,176,0,22,8,8,1,3,0,6,3,0,0.980000019073486,0.259999990463257,0.830827065876552,TRUE
"log4j",1,"org.apache.log4j.helpers.DateLayout",20.25,7,2.25,179,1,24,8,8,0.555555556,1,0,7,6,0,0.97000002861023,0.469999998807907,0.837593983886833,FALSE
"log4j",1,"org.apache.log4j.Layout",1.6,1,0.8,28,5,13,9,10,0,32,0,34,2,0,0.990000009536743,0.370000004768372,0.837894738168645,FALSE
"log4j",1,"org.apache.log4j.net.SyslogAppender",40.66666667,23,5.0833,531,0,35,11,12,0.064516129,0,4,10,10,2,0.990000009536743,0.389999985694885,0.854812030505417,FALSE
"log4j",1,"org.apache.log4j.net.DefaultEvaluator",4,1,0.5,10,0,4,1,2,0,1,0,4,3,0,0.949999988079071,0.28999999165535,0.755112781560511,TRUE
"log4j",1,"org.apache.log4j.test.DefaultInit",7.6,1,0.6,45,0,14,2,5,0,0,0,1,1,0,0.939999997615814,0.28999999165535,0.698120299810754,FALSE
"log4j",1,"org.apache.log4j.Dispatcher",31.5,5,2.5,67,0,11,1,2,0,1,0,4,3,0,0.899999976158142,0.280000001192093,0.67428571277095,TRUE
"log4j",1,"org.apache.log4j.performance.ConcatVsArray",43.33333333,4,1.6667,133,0,14,2,3,0,0,0,0,0,0,0.9200000166893,0.360000014305115,0.797744360633363,FALSE
"log4j",1,"org.apache.log4j.helpers.OnlyOnceErrorHandler",5.833333333,2,1.1667,44,0,9,6,6,0,1,0,3,2,0,0.910000026226044,0.349999994039536,0.676616541873243,TRUE
"log4j",1,"org.apache.log4j.TTCCLayout",25.25,5,1.625,217,0,25,8,8,0.571428571,2,1,7,5,1,0.990000009536743,0.319999992847443,0.824586464050121,FALSE
"log4j",1,"org.apache.log4j.test.Hello",8,1,0.5,38,0,12,2,4,0,0,0,2,2,0,0.990000009536743,0.28999999165535,0.790225562968648,FALSE
"log4j",1,"org.apache.log4j.spi.OptionHandler",0,1,1,3,0,3,3,3,0,8,0,8,0,0,0.899999976158142,0.170000001788139,0.483759396394393,FALSE
"log4j",1,"org.apache.log4j.BasicConfigurator",16.42857143,3,1.2857,247,2,42,9,14,0,9,0,20,11,0,0.97000002861023,0.509999990463257,0.794210524487316,TRUE
"log4j",1,"org.apache.log4j.net.SocketNode",24.25,2,0.75,106,0,25,2,4,0,3,0,7,4,0,0.930000007152557,0.259999990463257,0.746541351079941,FALSE
"log4j",1,"org.apache.log4j.test.L7D",32.33333333,2,1.3333,202,0,25,2,6,0,0,0,3,3,0,0.959999978542328,0.310000002384186,0.800977442497598,FALSE
"log4j",1,"org.apache.log4j.gui.AddAction",12.33333333,1,0.3333,42,0,8,2,3,0,2,0,2,2,0,0.899999976158142,-0.0500000007450581,0.595563909276984,FALSE
"log4j",1,"org.apache.log4j.test.Finalize",17.33333333,3,1.4444,167,0,34,2,9,0,0,0,3,3,0,0.949999988079071,0.419999986886978,0.774887218287117,FALSE
"log4j",1,"org.apache.log4j.test.MultipleAppenders",41.5,6,3,85,0,20,2,2,0,0,0,3,3,0,0.980000019073486,0.370000004768372,0.848195488291576,FALSE
"log4j",1,"org.apache.log4j.helpers.NullEnumeration",3.2,1,0.6,22,0,7,3,5,1,1,0,1,0,0,0.889999985694885,-0.0799999982118607,0.635413531802203,FALSE
"log4j",1,"org.apache.log4j.RollingFileAppender",20.92307692,5,1.2308,289,1,42,11,13,0.5,2,10,10,8,1,0.990000009536743,0.340000003576279,0.843984965319024,FALSE
"log4j",1,"org.apache.log4j.AppenderSkeleton",8.105263158,4,1.4211,181,9,31,18,19,0.875,11,0,20,9,0,0.990000009536743,0.25,0.840902255890065,FALSE
"log4j",1,"org.apache.log4j.nt.test.NTMin",19.28571429,2,0.8571,144,0,30,2,7,0,0,0,6,6,0,0.990000009536743,0.230000004172325,0.824060154252483,FALSE
"log4j",1,"org.apache.log4j.NDC",21.66666667,6,2.25,275,0,41,9,12,0,10,0,12,2,0,0.980000019073486,0.300000011920929,0.80842105428079,FALSE
"log4j",1,"org.apache.log4j.helpers.QuietWriter",13,2,1,57,2,12,4,4,1,8,2,9,1,2,0.980000019073486,0.340000003576279,0.767293233172338,FALSE
"log4j",1,"org.apache.log4j.CategoryKey",13.5,6,2,61,0,11,2,4,0,1,1,1,0,1,0.980000019073486,0.28999999165535,0.83165413387736,FALSE
"log4j",1,"org.apache.log4j.test.ConfigurationFileParsing",15.75,2,1.25,68,0,19,2,4,0,0,0,3,3,0,0.959999978542328,0.25,0.798195487574527,TRUE
"log4j",1,"org.apache.log4j.Priority",14.6,7,2.1,169,2,13,8,10,0,40,0,40,0,0,0.939999997615814,0.28999999165535,0.793082706238094,FALSE
"log4j",1,"org.apache.log4j.helpers.TracerPrintWriter",7.4,1,0.8,43,1,9,5,5,1,3,1,5,2,1,0.959999978542328,0.330000013113022,0.775112781309544,FALSE
"log4j",1,"org.apache.log4j.spi.LocationInfo",43,5,2.8333,274,0,21,5,6,0.2,5,0,7,2,0,0.800000011920929,0.189999997615814,0.597293233512936,FALSE
"log4j",1,"org.apache.log4j.helpers.LogLog",11.42857143,3,1.2857,91,0,16,6,7,0.75,28,0,28,1,0,0.9200000166893,0.280000001192093,0.733157897578146,TRUE
"log4j",1,"org.apache.log4j.helpers.BoundedFIFO",16.625,3,1.75,146,0,14,8,8,0,2,0,3,1,0,0.97000002861023,0.239999994635582,0.802481201470346,TRUE
"log4j",1,"org.apache.log4j.spi.LoggingEvent",14.33333333,3,1.3333,151,0,27,6,9,0.076923077,50,0,53,4,0,0.959999978542328,0.330000013113022,0.769999998628645,FALSE
"log4j",1,"org.apache.log4j.helpers.Loader",17.25,1,0.75,73,0,15,4,4,0,0,0,0,0,0,0.889999985694885,0.239999994635582,0.653157896229199,FALSE
