"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","cam","lcom3","lcom","max.coupling","min.coupling","mean.coupling","is.change.prone"
"xerces","1.2.0","org.xml.sax.SAXException",7.833333333,3,1,54,3,10,6,6,1,0,2,0,0,1,0.555555556,0,0,0.97000002861023,0.0900000035762787,0.556068963908601,FALSE
"xerces","1.2.0","org.apache.xerces.parsers.DOMParser",88.6984127,6,1.6984,5680,3,225,42,63,0.896551724,7,11,27,20,2,0.152073733,0.872080089,793,0.959999978542328,0.150000005960464,0.7405287348676,FALSE
"xerces","1.2.0","org.apache.xerces.dom.RangeExceptionImpl",5,0,0,6,0,2,1,1,0,1,0,1,0,0,1,2,0,0.980000019073486,0.239999994635582,0.759471264138989,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLIFrameElementImpl",4.714285714,1,0.9524,120,0,25,21,21,0,0,0,2,2,0,0.523809524,2,210,1,0.409999996423721,0.894758622605225,TRUE
"xerces","1.2.0","org.apache.xerces.dom.ChildAndParentNode",43.56,11,2.28,1120,3,67,14,25,0.833333333,3,22,13,11,2,0.205,0.638888889,34,0.97000002861023,0.180000007152557,0.761977011958758,FALSE
"xerces","1.2.0","org.apache.xerces.validators.datatype.DatatypeValidator",0,1,1,17,0,3,3,3,0,25,0,26,1,0,0.666666667,1.5,3,1,0.400000005960464,0.868114940873508,FALSE
"xerces","1.2.0","org.w3c.dom.events.DocumentEvent",0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0.990000009536743,0.0700000002980232,0.738873561891331,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLTitleElementImpl",19,3,1.6667,60,0,14,3,3,0,1,0,2,2,0,0.666666667,2,3,1,0.389999985694885,0.891517244673323,TRUE
"xerces","1.2.0","org.apache.wml.dom.WMLSmallElementImpl",4.571428571,1,0.8571,39,0,10,7,7,0,0,6,3,3,1,0.571428571,2,21,1,0.409999996423721,0.899701152861803,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLButtonElementImpl",7.083333333,3,1.25,97,0,22,12,12,0,0,1,3,3,1,0.316666667,2,66,1,0.389999985694885,0.892229888425476,FALSE
"xerces","1.2.0","org.apache.xerces.utils.regex.REUtil",49.88235294,19,4.7059,867,0,54,5,17,0,7,0,8,3,0,0.2125,0.9375,134,0.949999988079071,0.239999994635582,0.711632183125649,FALSE
"xerces","1.2.0","org.apache.xerces.dom.ParentNode",43.56,11,2.28,1120,5,68,14,25,0.833333333,5,17,14,11,1,0.205,0.638888889,34,0.949999988079071,0.0199999995529652,0.645540230190274,TRUE
"xerces","1.2.0","javax.xml.parsers.DocumentBuilderFactory",13.125,1,0.75,117,1,16,6,8,1,0,0,0,0,0,0.571428571,0.785714286,14,0.97000002861023,0.200000002980232,0.797241380468182,FALSE
"xerces","1.2.0","org.apache.xerces.utils.regex.RangeToken",116.8333333,17,8,2128,0,35,1,18,0.142857143,6,7,6,1,1,0.361111111,0.680672269,0,0.949999988079071,0.28999999165535,0.78243678095697,FALSE
"xerces","1.2.0","org.apache.xerces.validators.common.CMException",4.5,1,0.5,13,0,3,2,2,0.5,11,0,11,0,0,0.75,1,0,0.980000019073486,0.0799999982118607,0.523195398950029,FALSE
"xerces","1.2.0","org.apache.xerces.readers.XMLEntityHandler",0,1,1,51,0,10,10,10,0,20,0,22,2,0,0.3,1.111111111,45,0.949999988079071,0.370000004768372,0.805471264973454,FALSE
"xerces","1.2.0","org.apache.xerces.dom.NamedNodeMapImpl",25,7,2.2727,579,1,48,9,22,0.857142857,6,0,9,3,0,0.227272727,0.843537415,41,0.980000019073486,0.419999986886978,0.862229883670807,TRUE
"xerces","1.2.0","org.apache.wml.dom.WMLStrongElementImpl",4.571428571,1,0.8571,39,0,10,7,7,0,0,6,3,3,1,0.571428571,2,21,1,0.449999988079071,0.901563225189845,TRUE
"xerces","1.2.0","org.apache.xerces.utils.Base64",100.1428571,11,3.5714,720,0,9,6,7,1,1,0,1,0,0,0.25,1.083333333,13,0.870000004768372,0.150000005960464,0.644000000857759,FALSE
"xerces","1.2.0","org.xml.sax.Attributes",0,1,1,12,0,12,12,12,0,0,0,0,0,0,0.638888889,2,66,0.97000002861023,0.25,0.735218390993688,FALSE
"xerces","1.2.0","org.apache.xerces.readers.CharReader",143,1,0.75,583,0,9,0,4,1,1,3,6,5,1,0.40625,0.380952381,0,0.949999988079071,0.209999993443489,0.759586204365752,FALSE
"xerces","1.2.0","org.apache.xerces.framework.XMLDocumentHandler",0,1,1,18,0,18,18,18,0,4,0,6,2,0,0.4,2,153,0.959999978542328,0.28999999165535,0.840367813425503,TRUE
"xerces","1.2.0","org.apache.html.dom.HTMLObjectElementImpl",4.714285714,1,0.9714,200,0,43,35,35,0,0,0,3,3,0,0.308571429,2,595,1,0.389999985694885,0.892735635001084,FALSE
"xerces","1.2.0","org.apache.wml.WMLCardElement",0,1,1,14,0,14,14,14,0,1,0,2,1,0,0.5,2,91,1,0.409999996423721,0.877172416448593,FALSE
"xerces","1.2.0","org.apache.xerces.readers.DefaultReaderFactory",19.66666667,2,1,191,0,26,9,9,1,1,0,11,10,0,0.333333333,0.875,16,0.930000007152557,0.209999993443489,0.722459770208118,FALSE
"xerces","1.2.0","org.w3c.dom.NamedNodeMap",0,1,1,8,0,8,8,8,0,0,0,0,0,0,0.46875,2,28,0.980000019073486,0.400000005960464,0.843057471582259,FALSE
"xerces","1.2.0","org.apache.xerces.validators.common.XMLElementDecl",12.16666667,1,0.6667,90,0,12,6,6,0,6,1,8,2,1,0.5,0.763636364,3,0.980000019073486,0.340000003576279,0.875494251785607,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLOListElementImpl",5,1,0.8571,42,0,14,7,7,0,0,0,2,2,0,0.342857143,2,21,1,0.389999985694885,0.890620690926738,FALSE
"xerces","1.2.0","org.apache.xerces.validators.schema.XUtil",33.71428571,5,3.7143,486,0,50,13,14,0,3,0,5,2,0,0.410714286,2,91,0.97000002861023,0.379999995231628,0.839379310950466,FALSE
"xerces","1.2.0","org.apache.xerces.readers.UTF8Recognizer",118,1,0.5,239,0,18,1,2,1,2,2,9,9,2,0.571428571,0,0,0.990000009536743,0.230000004172325,0.840735629132424,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLIsIndexElementImpl",4.666666667,1,0.6667,17,0,6,3,3,0,0,0,2,2,0,0.666666667,2,3,1,0.370000004768372,0.890390808212346,TRUE
"xerces","1.2.0","org.apache.xerces.framework.XMLParser",22.87755102,3,1.0408,1192,2,121,22,49,1,2,0,22,20,0,0.113888889,0.915719697,622,0.97000002861023,0.300000011920929,0.814597700245079,FALSE
"xerces","1.2.0","org.w3c.dom.html.HTMLBodyElement",0,1,1,12,0,12,12,12,0,0,0,0,0,0,0.75,2,66,1,0.379999995231628,0.88154023508916,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLFormControl",0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,2,0,0.990000009536743,0.349999994039536,0.869954022388349,FALSE
"xerces","1.2.0","org.apache.xerces.validators.datatype.BooleanDatatypeValidator",22.2,1,0.7,240,0,29,6,10,1,1,0,7,6,0,0.263888889,0.708333333,35,0.990000009536743,0.419999986886978,0.867655170580436,FALSE
"xerces","1.2.0","org.apache.xerces.readers.StreamingCharReader",83.55882353,2,1.0588,2890,0,74,21,34,1,1,3,14,14,1,0.160839161,0.672727273,0,0.97000002861023,0.270000010728836,0.803126440445582,TRUE
"xerces","1.2.0","org.apache.xml.serialize.OutputFormat",10.5,12,1.6429,498,0,52,42,42,1,11,0,11,0,0,0.257936508,0.899186992,695,0.889999985694885,0.230000004172325,0.707080460040049,FALSE
"xerces","1.2.0","org.w3c.dom.html.HTMLFrameSetElement",0,1,1,4,0,4,4,4,0,0,0,0,0,0,0.75,2,6,1,0.439999997615814,0.890896558487552,TRUE
"xerces","1.2.0","org.w3c.dom.html.HTMLLIElement",0,1,1,4,0,4,4,4,0,0,0,0,0,0,0.5,2,6,1,0.389999985694885,0.88328736225764,FALSE
"xerces","1.2.0","org.apache.xerces.validators.dtd.DTDGrammar",28.56097561,3,1.1951,1231,0,77,35,41,1,2,7,13,11,1,0.306620209,0.903947368,280,0.97000002861023,0.280000001192093,0.85048275973605,FALSE
"xerces","1.2.0","javax.xml.parsers.SAXParser",15,1,0.875,128,1,27,7,8,0,0,0,0,0,0,0.333333333,2,28,0.97000002861023,0.389999985694885,0.851977012691827,FALSE
"xerces","1.2.0","org.apache.wml.WMLOneventElement",0,1,1,2,0,2,2,2,0,1,0,2,1,0,0.75,2,1,1,0.439999997615814,0.886597706052079,FALSE
"xerces","1.2.0","org.apache.xerces.validators.datatype.IDREFDatatypeValidator",27.81818182,6,1.2727,327,0,42,7,11,0.7,1,0,8,7,0,0.232323232,0.82,33,1,0.430000007152557,0.87002298790833,TRUE
"xerces","1.2.0","org.w3c.dom.Element",0,1,1,16,0,16,16,16,0,0,0,0,0,0,0.645833333,2,120,0.949999988079071,0.25,0.776643677004452,FALSE
"xerces","1.2.0","org.apache.xerces.dom.NotationImpl",9.857142857,3,1.8571,80,1,12,7,7,0.75,3,4,5,3,1,0.523809524,0.916666667,15,0.980000019073486,0.409999996423721,0.845954023901073,FALSE
"xerces","1.2.0","org.apache.xml.serialize.TextSerializer",14.47058824,6,1.8824,263,0,36,11,17,0,1,10,5,4,1,0.192513369,2,128,0.97000002861023,0.119999997317791,0.633126436687749,FALSE
"xerces","1.2.0","org.apache.xerces.validators.common.ContentLeafNameTypeVector",16.5,2,0.5,73,0,6,4,4,0,5,0,6,1,0,0.55,0,0,0.97000002861023,0.439999997615814,0.830183912008658,FALSE
"xerces","1.2.0","org.apache.wml.dom.WMLBrElementImpl",4.571428571,1,0.8571,39,0,10,7,7,0,0,6,3,3,1,0.571428571,2,21,1,0.439999997615814,0.897057476125914,FALSE
"xerces","1.2.0","org.w3c.dom.html.HTMLStyleElement",0,1,1,6,0,6,6,6,0,0,0,0,0,0,0.5,2,15,1,0.430000007152557,0.888367823280137,FALSE
"xerces","1.2.0","org.w3c.dom.html.HTMLBRElement",0,1,1,2,0,2,2,2,0,0,0,0,0,0,0.75,2,1,1,0.389999985694885,0.885586212147241,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLLabelElementImpl",9.4,3,1.6,52,0,10,5,5,0,0,0,3,3,0,0.6,2,10,1,0.400000005960464,0.894505748735077,TRUE
"xerces","1.2.0","org.apache.html.dom.HTMLUListElementImpl",4.6,1,0.8,28,0,10,5,5,0,0,0,2,2,0,0.45,2,10,1,0.389999985694885,0.889264369764547,FALSE
"xerces","1.2.0","org.apache.xerces.validators.datatype.TimeDurationDatatypeValidator",105.6666667,4,1.1667,1937,0,58,10,18,1,1,0,7,6,0,0.189814815,0.847750865,141,0.990000009536743,0.409999996423721,0.83213793361324,TRUE
"xerces","1.2.0","org.apache.xerces.utils.URI",46.14285714,33,3.1429,1992,0,66,29,42,1,2,0,3,1,0,0.226480836,0.780487805,375,0.939999997615814,0.409999996423721,0.695540230370116,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLOptGroupElementImpl",5,1,0.8,30,0,11,5,5,0,0,0,2,2,0,0.45,2,10,1,0.400000005960464,0.89360919738638,FALSE
"xerces","1.2.0","org.w3c.dom.html.HTMLTitleElement",0,1,1,2,0,2,2,2,0,0,0,0,0,0,0.75,2,1,1,0.389999985694885,0.884873568600622,TRUE
"xerces","1.2.0","org.apache.xerces.validators.datatype.DatatypeValidatorFactoryImpl",75.72727273,4,1.0909,849,0,48,5,11,0.6,5,0,23,18,0,0.2125,0.76,33,0.990000009536743,0.409999996423721,0.858689655243665,FALSE
"xerces","1.2.0","org.w3c.dom.events.EventListener",0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0.959999978542328,0.330000013113022,0.827793103730541,FALSE
"xerces","1.2.0","org.apache.wml.WMLBigElement",0,1,1,2,0,2,2,2,0,1,0,2,1,0,0.75,2,1,1,0.409999996423721,0.877034485340118,FALSE
"xerces","1.2.0","org.apache.xerces.utils.StringHasher",20.4,3,1.8,107,0,7,5,5,0,6,0,6,0,0,0.35,2,10,0.899999976158142,0.159999996423721,0.687011493074483,FALSE
"xerces","1.2.0","org.apache.html.dom.HTMLHtmlElementImpl",5.333333333,1,0.6667,19,0,7,3,3,0,1,0,2,2,0,0.666666667,2,3,1,0.400000005960464,0.895908047687048,FALSE
"xerces","1.2.0","org.xml.sax.ext.LexicalHandler",0,1,1,7,0,7,7,7,0,0,0,0,0,0,0.428571429,2,21,0.97000002861023,0.25,0.730620688542552,FALSE
