"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"jEdit",4,"org.gjt.sp.jedit.gui.MacrosMenu",20.33333333,5,2.1667,128,0,22,4,6,0,1,7,10,10,1,0.990000009536743,0.469999998807907,0.867203946666498,TRUE
"jEdit",4,"org.gjt.sp.jedit.options.ModeOptionPane",45.41666667,2,1.1667,573,0,39,1,12,1,3,3,7,6,1,0.990000009536743,0.490000009536743,0.866414474813562,FALSE
"jEdit",4,"org.gjt.sp.jedit.gui.OptionsDialog",50.57142857,9,2.1429,732,0,108,8,14,1,3,0,28,28,0,0.990000009536743,0.509999990463257,0.841282896893589,FALSE
"jEdit",4,"org.gjt.sp.jedit.buffer.ExplicitFoldHandler",41.5,5,2.5,85,0,6,2,2,0,1,0,2,2,0,0.97000002861023,0.280000001192093,0.840394737591085,FALSE
"jEdit",4,"org.gjt.sp.jedit.options.GeneralOptionPane",64,3,1.6,337,0,28,1,5,1,2,4,5,4,2,0.990000009536743,0.46000000834465,0.864605264738202,TRUE
"jEdit",4,"bsh.reflect.ReflectManagerImpl",7,2,1,16,0,4,2,2,0,0,1,1,1,1,0.980000019073486,0.419999986886978,0.835197368440659,TRUE
"jEdit",4,"org.gjt.sp.jedit.gui.CurrentDirectoryMenu",102,16,8,206,0,33,2,2,0,3,4,11,11,2,0.980000019073486,0.439999997615814,0.876743421546723,FALSE
"jEdit",4,"org.gjt.sp.jedit.gui.JCheckBoxList",16.875,3,1.125,143,0,33,7,8,0,1,1,3,2,1,0.980000019073486,0.5,0.869342104972977,TRUE
"jEdit",4,"bsh.Node",0,1,1,7,0,7,7,7,0,36,0,36,0,0,0.819999992847443,0.0900000035762787,0.410065788187479,FALSE
"jEdit",4,"org.gjt.sp.jedit.options.ColorOptionPane",13.5,1,0.75,119,0,31,1,8,0.666666667,2,12,5,4,4,0.990000009536743,0.490000009536743,0.882368421868274,FALSE
