"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"lucene",2.2,"org.apache.lucene.search.FuzzyQuery",26.6,6,1.4,280,0,42,9,10,0.5,1,4,13,12,3,0.990000009536743,0.370000004768372,0.86054166679581,TRUE
"lucene",2.2,"org.apache.lucene.index.MultiLevelSkipListReader",45.3,2,1,477,1,21,1,10,1,1,0,4,3,0,0.990000009536743,0.379999995231628,0.888208335017165,FALSE
"lucene",2.2,"org.apache.lucene.store.RAMDirectory",21.94117647,2,0.8824,393,0,42,15,17,0.333333333,2,5,11,10,1,0.980000019073486,0.389999985694885,0.830166665961345,FALSE
"lucene",2.2,"org.apache.lucene.search.spans.SpanQuery",1.8,1,0.8,14,5,7,4,5,0,12,1,17,6,1,1,0.360000014305115,0.882166670014461,FALSE
"lucene",2.2,"org.apache.lucene.index.TermPositions",0,1,1,4,0,4,4,4,0,22,0,23,1,0,0.990000009536743,0.46000000834465,0.877583332856496,FALSE
"lucene",2.2,"org.apache.lucene.search.function.DocValues",8.142857143,3,1,133,6,19,11,14,1,15,0,16,1,0,0.959999978542328,0.400000005960464,0.812875001629194,FALSE
"lucene",2.2,"org.apache.lucene.analysis.standard.CharStream",0,1,1,12,0,12,12,12,0,3,0,3,0,0,0.949999988079071,0.370000004768372,0.766124998778105,FALSE
"lucene",2.2,"org.apache.lucene.analysis.standard.FastCharStream",15.5,1,0.9286,237,0,25,13,14,0,1,0,2,1,0,0.980000019073486,0.349999994039536,0.866250000149012,TRUE
"lucene",2.2,"org.apache.lucene.search.FieldCacheImpl",12.35714286,1,0.8571,199,0,29,12,14,0.333333333,9,0,22,22,0,0.97000002861023,0.389999985694885,0.850625000769893,FALSE
"lucene",2.2,"org.apache.lucene.document.LoadFirstFieldSelector",2.5,1,0.5,7,0,3,2,2,0,0,0,2,2,0,0.990000009536743,0.209999993443489,0.861250001005828,FALSE
"lucene",2.2,"org.apache.lucene.index.SegmentInfo",52.77777778,4,1.3333,981,0,44,4,18,0.461538462,8,0,12,4,0,0.990000009536743,0.389999985694885,0.87929166679581,FALSE
"lucene",2.2,"org.apache.lucene.store.BufferedIndexInput",27.66666667,7,1.2667,438,2,30,9,15,0.625,3,4,4,1,1,0.980000019073486,0.430000007152557,0.822500000149012,FALSE
"lucene",2.2,"org.apache.lucene.index.TermInfosWriter",62.83333333,1,0.6667,395,0,29,0,6,0.666666667,2,0,9,7,0,0.990000009536743,0.340000003576279,0.879041667903463,FALSE
"lucene",2.2,"org.apache.lucene.index.DefaultSkipListReader",17.875,1,0.875,158,0,15,0,8,1,1,3,3,2,1,0.97000002861023,0.28999999165535,0.762541665881872,TRUE
"lucene",2.2,"org.apache.lucene.search.MultiSearcher",34.875,6,1.25,577,1,53,14,16,1,2,5,22,21,1,0.990000009536743,0.330000013113022,0.880666666477919,TRUE
"lucene",2.2,"org.apache.lucene.search.Searchable",0,1,1,11,0,11,11,11,0,6,0,18,12,0,0.959999978542328,0.400000005960464,0.80483333269755,FALSE
"lucene",2.2,"org.apache.lucene.search.MultiPhraseQuery",22.70588235,7,2.0588,407,0,55,13,17,1,3,4,12,10,2,1,0.389999985694885,0.887916669497887,FALSE
"lucene",2.2,"org.apache.lucene.store.IndexOutput",12.06666667,1,0.9333,196,2,18,15,15,0,19,0,19,0,0,0.980000019073486,0.400000005960464,0.872791667158405,TRUE
"lucene",2.2,"org.apache.lucene.analysis.WordlistLoader",35.75,1,0.75,147,0,17,4,4,0,2,0,2,0,0,0.97000002861023,0.439999997615814,0.850833333656192,FALSE
"lucene",2.2,"org.apache.lucene.search.spans.TermSpans",18.25,3,1.125,160,0,19,8,8,1,3,0,6,3,0,1,0.409999996423721,0.895916669194897,FALSE
"lucene",2.2,"org.apache.lucene.analysis.LowerCaseFilter",9.5,1,0.5,21,0,5,2,2,0,1,0,4,3,0,0.980000019073486,0.100000001490116,0.759499999973923,TRUE
"lucene",2.2,"org.apache.lucene.index.MultiReader",22.46428571,6,1.3929,664,0,61,17,28,1,1,9,17,16,1,0.980000019073486,0.340000003576279,0.854583331818382,TRUE
"lucene",2.2,"org.apache.lucene.search.spans.SpanScorer",26.57142857,1,0.8571,201,1,25,5,7,1,2,3,7,5,1,1,0.349999994039536,0.894375002508362,TRUE
"lucene",2.2,"org.apache.lucene.search.spans.SpanNearQuery",28.08333333,7,1.75,353,0,47,12,12,1,2,2,8,8,2,1,0.400000005960464,0.885000002508362,FALSE
"lucene",2.2,"org.apache.lucene.document.Document",23.29411765,5,2.5882,415,0,39,17,17,0.5,22,0,24,2,0,0.910000026226044,0.200000002980232,0.589291665392617,FALSE
