"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"log4j",1.2,"org.apache.log4j.net.SyslogAppender",26,22,4.0625,460,0,35,15,16,0.071428571,0,3,7,7,1,0.990000009536743,0.280000001192093,0.831133006094712,FALSE
"log4j",1.2,"org.apache.log4j.net.SMTPAppender",16.04,7,1.56,436,0,73,20,25,0.9,0,2,10,10,1,1,0.319999992847443,0.843940885636607,FALSE
"log4j",1.2,"org.apache.log4j.xml.DOMConfigurator",52.51724138,18,3.2069,1589,0,115,11,29,0,6,0,24,19,0,0.899999976158142,0.119999997317791,0.668325120922673,FALSE
"log4j",1.2,"org.apache.log4j.net.SocketAppender",15.15,6,1.35,334,0,43,16,20,0.181818182,3,2,8,6,1,1,0.310000002384186,0.837733990159528,FALSE
"log4j",1.2,"org.apache.log4j.helpers.SyslogWriter",15.8,1,0.8,88,0,18,5,5,0.5,1,2,2,1,1,0.990000009536743,0.280000001192093,0.779113299153708,TRUE
"log4j",1.2,"org.apache.log4j.ConsoleAppender",13.125,3,1,116,0,18,6,8,0.333333333,7,5,11,4,2,0.990000009536743,0.340000003576279,0.831182265957001,FALSE
"log4j",1.2,"org.apache.log4j.xml.XMLLayout",38.16666667,6,1.6667,239,0,24,6,6,1,0,0,5,5,0,0.97000002861023,0.270000010728836,0.751674876424479,TRUE
"log4j",1.2,"org.apache.log4j.spi.LocationInfo",45,6,3,286,0,21,5,6,0.2,12,0,14,2,0,0.819999992847443,0.189999997615814,0.593793102819931,TRUE
"log4j",1.2,"org.apache.log4j.Category",12.14545455,5,2.0545,733,1,90,48,55,0.7,58,0,65,10,0,0.980000019073486,0.319999992847443,0.826403939958864,FALSE
"log4j",1.2,"org.apache.log4j.spi.LoggingEvent",19.77777778,5,1.5556,395,0,55,12,18,0.476190476,52,0,62,11,0,0.959999978542328,0.330000013113022,0.759261083133115,FALSE
"log4j",1.2,"org.apache.log4j.jmx.HierarchyDynamicMBean",33.17647059,2,0.9412,592,0,74,12,17,0.727272727,1,4,11,10,2,0.97000002861023,0.310000002384186,0.807192117856641,TRUE
"log4j",1.2,"org.apache.log4j.Logger",5.428571429,1,0.7143,47,2,15,4,7,0.5,25,1,25,3,1,0.9200000166893,0.180000007152557,0.681182265281677,FALSE
"log4j",1.2,"org.apache.log4j.AsyncAppender",17.2,5,1.2667,279,0,43,15,15,0,1,2,9,9,1,0.980000019073486,0.389999985694885,0.828866995320532,FALSE
"log4j",1.2,"org.apache.log4j.PatternLayout",10.875,3,1,103,0,16,7,8,0.75,6,0,10,4,0,0.97000002861023,0.270000010728836,0.780098523559241,TRUE
"log4j",1.2,"org.apache.log4j.Level",22.16666667,9,3.3333,146,0,9,4,6,0,24,0,24,1,0,0.949999988079071,0.389999985694885,0.773103447823689,FALSE
