"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","cam","lcom3","lcom","max.coupling","min.coupling","mean.coupling","is.change.prone"
"forrest",0.8,"org.apache.forrest.locationmap.lm.LocatorNode",41.5,1,0.8333,258,0,37,3,6,1,5,1,15,14,1,0.305555556,0.666666667,1,0.889999985694885,0.620000004768372,0.769032261063976,FALSE
"forrest",0.8,"org.apache.forrest.xni.XNIConfigurableFileGenerator",36.625,2,1.125,305,0,43,8,8,0.25,1,1,19,19,1,0.3,0.821428571,8,0.910000026226044,0.469999998807907,0.748387091582821,FALSE
"forrest",0.8,"org.apache.forrest.sourceexists.SourceExistsSelector",33.33333333,4,1.6667,104,0,14,3,3,0,0,0,10,10,0,0.466666667,0,0,0.899999976158142,0.349999994039536,0.716451609326947,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.SourceTypeRule",0,1,1,1,0,1,1,1,0,5,0,7,2,0,1,2,0,0.939999997615814,0.379999995231628,0.792258066515769,FALSE
"forrest",0.8,"org.apache.forrest.log.ForrestLogTargetFactory",20.5,1,0.5,43,0,12,2,2,0,0,0,5,5,0,0.75,2,1,0.899999976158142,0.46000000834465,0.724193547041185,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.AbstractNode",26.2,1,0.8,138,6,28,3,5,1,6,0,15,9,0,0.48,0.625,6,0.930000007152557,0.379999995231628,0.728709676573353,FALSE
"forrest",0.8,"org.apache.forrest.conf.AntPropertiesModule",16.2,1,0.8,88,0,20,3,5,1,0,1,12,12,1,0.4,0.5,6,0.930000007152557,0.439999997615814,0.797096769655904,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.SourceType",34.5,4,1.5,144,0,25,4,4,1,1,0,10,9,0,0.5,0.5,0,0.899999976158142,0.239999994635582,0.676129030123834,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.RegexpLocationMapMatcher",30,4,2,62,0,13,1,2,0,0,1,5,5,1,0.666666667,2,1,0.930000007152557,0.419999986886978,0.751935482986512,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.MountNode",56.6,1,0.8,293,0,36,3,5,1,2,0,17,16,0,0.333333333,0.75,4,0.930000007152557,0.540000021457672,0.730967744704216,FALSE
"forrest",0.8,"org.apache.forrest.conf.ForrestConfModule",57.08333333,4,1.1667,702,0,67,6,12,1,0,1,16,16,1,0.375,0.781818182,20,0.97000002861023,0.600000023841858,0.833870966588297,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.LocationMap",62,2,1,514,0,53,4,8,0.6,3,0,17,16,0,0.35,0.914285714,2,0.949999988079071,0.5,0.776451610749768,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.MatchNode",87.33333333,1,0.6667,270,0,34,3,3,1,3,2,14,14,2,0.444444444,0.6,0,0.9200000166893,0.550000011920929,0.735161292937494,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.WildcardLocationMapHintMatcher",4,1,0.5,10,0,4,1,2,0,0,1,2,2,1,0.666666667,2,1,1,0.620000004768372,0.812258066669587,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.SelectNode",65.5,2,1,270,0,35,3,4,1,3,2,15,15,2,0.357142857,0.75,2,0.839999973773956,0.449999988079071,0.731612895765612,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.SourceInfo",4.357142857,1,0.9286,81,0,19,14,14,1,7,0,7,0,0,0.785714286,0.897435897,69,0.930000007152557,0.400000005960464,0.765483862930729,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.LocationNode",13.33333333,1,0.6667,45,0,12,3,3,1,3,0,12,9,0,0.444444444,0.75,1,0.930000007152557,0.589999973773956,0.76516128740003,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.DocDeclRule",6.333333333,2,1,23,0,7,3,3,1,1,0,5,4,0,0.555555556,0.5,1,0.949999988079071,0.449999988079071,0.737419358184261,TRUE
"forrest",0.8,"org.apache.forrest.sourcetype.ProcessingInstructionRule",15.66666667,6,2.3333,52,0,9,3,3,1,1,0,5,4,0,0.555555556,0.5,1,0.75,0.349999994039536,0.583870964665567,FALSE
"forrest",0.8,"org.apache.forrest.util.XPathTransformer",30.05882353,17,2.8235,532,0,62,9,17,1,0,2,13,13,1,0.25,0.671875,88,0.850000023841858,0.379999995231628,0.607741931753774,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.LocationMapModule",45.54545455,2,0.9091,522,0,53,7,11,1,0,0,17,17,0,0.366666667,0.75,37,0.97000002861023,0.519999980926514,0.80612902679751,FALSE
"forrest",0.8,"org.apache.forrest.conf.AntProperties",29.71428571,5,1.7143,215,0,45,7,7,0,3,5,5,2,2,0.30952381,2,21,0.899999976158142,0.330000013113022,0.69870967345853,FALSE
"forrest",0.8,"org.apache.forrest.conf.ForrestConfUtils",14.625,5,1.375,126,0,17,6,8,0,2,0,4,2,0,0.25,1.142857143,28,0.930000007152557,0.560000002384186,0.797419361529812,TRUE
"forrest",0.8,"org.apache.forrest.util.IdGeneratorTransformer",30.23076923,2,1,410,0,49,10,13,1,0,2,16,16,1,0.213675214,0.604166667,38,0.959999978542328,0.46000000834465,0.772903222230173,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.source.impl.LocationmapSourceFactory",28.6,1,0.8,152,0,25,5,5,0.5,0,0,18,18,0,0.333333333,1,6,0.9200000166893,0.469999998807907,0.776129029450878,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.DocumentElementRule",26.33333333,9,3.3333,84,0,13,3,3,1,1,0,5,4,0,0.555555556,0.5,1,0.850000023841858,0.239999994635582,0.553548389384823,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.XmlSchemaRule",28.33333333,11,4,90,0,13,3,3,1,1,0,5,4,0,0.555555556,0.5,1,0.9200000166893,0.569999992847443,0.757741930023316,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.AbstractWrappingModule",18.85714286,2,1,141,0,26,7,7,0,0,0,11,11,0,0.485714286,0.583333333,0,0.949999988079071,0.519999980926514,0.812903223499175,FALSE
"forrest",0.8,"org.apache.forrest.sourcetype.SourceTypeAction",81.33333333,1,0.6667,249,0,44,3,3,1,0,0,23,23,0,0.428571429,0.75,0,0.9200000166893,0.389999985694885,0.773548387712048,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.lm.ActNode",66.75,1,0.75,278,0,36,4,4,1,3,2,20,20,2,0.416666667,0.761904762,0,0.930000007152557,0.469999998807907,0.744193551040465,FALSE
"forrest",0.8,"org.apache.forrest.locationmap.WildcardLocationMapMatcher",30,4,2,62,0,13,1,2,0,0,1,5,5,1,0.666666667,2,1,1,0.600000023841858,0.805161289630398,TRUE
"forrest",0.8,"org.apache.forrest.conf.SkinconfTransformer",91,1,0.6667,276,0,24,3,3,0,0,1,4,4,1,0.5,2,3,0.959999978542328,0.519999980926514,0.76451612287952,FALSE
