"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","cam","lcom3","lcom","max.coupling","min.coupling","mean.coupling","is.change.prone"
"jEdit",4.2,"org.gjt.sp.jedit.gui.SelectLineRange",72.4,5,2,372,0,52,4,5,1,1,0,8,8,0,0.466666667,0.5,2,0.980000019073486,0.319999992847443,0.866657534527452,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.options.GeneralOptionPane",69.42857143,6,1.8571,508,0,36,1,7,1,2,5,6,6,3,0.5,0.788888889,3,0.990000009536743,0.430000007152557,0.850602741437416,TRUE
"jEdit",4.2,"org.objectweb.asm.CodeVisitor",0,1,1,17,0,17,17,17,0,4,0,5,1,0,0.394957983,2,136,0.980000019073486,0.319999992847443,0.78394520527696,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.ActionContext",18,3,1.5,155,2,27,8,8,0.333333333,16,0,18,3,0,0.35,0.523809524,0,0.839999973773956,0.170000001788139,0.5921643829509,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.textarea.Gutter",25.875,31,2.1,1100,0,106,36,40,0.88,5,17,14,14,3,0.125,0.929230769,606,0.939999997615814,0.0900000035762787,0.715808219676965,FALSE
"jEdit",4.2,"bsh.BSHTryStatement",112.5,1,0.5,227,0,27,1,2,0,1,1,16,15,1,0.625,2,1,1,0.349999994039536,0.859616438901588,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.textarea.StructureMatcher",0,1,1,2,0,2,2,2,0,4,0,4,2,0,1,2,1,0.889999985694885,0.0299999993294477,0.648082191808379,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.menu.DirectoryProvider",74.33333333,18,6.3333,227,0,34,3,3,1,2,0,13,13,0,0.555555556,0.5,1,0.97000002861023,0.189999997615814,0.786575341714572,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.EditServer",46.625,15,2.875,386,0,56,4,8,1,3,0,9,8,0,0.3125,0.771428571,12,0.959999978542328,0.200000002980232,0.833808219718607,FALSE
"jEdit",4.2,"gnu.regexp.RETokenEnd",22.33333333,6,2.3333,71,0,9,0,3,1,1,2,4,3,1,0.444444444,0.5,1,1,0.370000004768372,0.883780821953734,FALSE
"jEdit",4.2,"bsh.ClassGeneratorUtil",87.04347826,18,5.3913,2050,0,118,6,23,0,1,0,34,33,0,0.157004831,0.96,239,0.949999988079071,0.180000007152557,0.746027394925078,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.io.VFS",18.63888889,7,1.5556,725,4,88,30,36,0.277777778,32,0,40,15,0,0.221978022,0.979365079,534,0.980000019073486,0.340000003576279,0.872849315894793,FALSE
"jEdit",4.2,"bsh.collection.CollectionIterator",12.25,4,1.5,54,0,15,3,4,1,1,0,2,1,0,0.75,0.333333333,0,0.910000026226044,0.189999997615814,0.63361643920206,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.buffer.PositionManager",24.6,4,2,130,0,17,4,5,0.5,4,0,4,2,0,0.533333333,0.375,0,0.9200000166893,0.200000002980232,0.752794519230111,TRUE
"jEdit",4.2,"bsh.JJTParserState",16.75,3,1.3333,218,0,25,0,12,1,2,0,3,1,0,0.395833333,0.436363636,0,0.939999997615814,0.340000003576279,0.795808217950063,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.options.Abbrev",6,0,0,16,0,3,0,2,0,2,0,2,0,0,0.75,1,1,1,0.330000013113022,0.827753424072919,TRUE
"jEdit",4.2,"org.gjt.sp.jedit.OptionPane",0,1,1,4,0,4,4,4,0,5,0,5,0,0,1,2,6,0.990000009536743,0.330000013113022,0.838958903943023,FALSE
"jEdit",4.2,"gnu.regexp.REFilterReader",33,7,2.6,176,0,18,5,5,1,0,3,4,4,2,0.366666667,0.375,8,0.939999997615814,0.180000007152557,0.720849315597586,FALSE
"jEdit",4.2,"com.microstar.xml.XmlHandler",0,1,1,13,0,13,13,13,0,13,0,13,0,0,0.430769231,2,78,0.97000002861023,0.209999993443489,0.710301370285962,TRUE
"jEdit",4.2,"org.gjt.sp.jedit.syntax.ParserRule",29.63636364,5,1.4545,364,0,22,9,11,0,4,0,7,4,0,0.533333333,0.751851852,43,0.97000002861023,0.140000000596046,0.766136986303003,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.pluginmgr.ManagePanel",32.55555556,1,0.8889,308,0,58,2,9,0.666666667,10,0,11,8,0,0.296296296,0.875,20,0.980000019073486,0.379999995231628,0.850904111502922,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.options.ShortcutsOptionPane",26.41666667,4,1.6667,334,0,62,1,12,1,4,12,12,12,4,0.25,0.8,38,0.980000019073486,0.449999988079071,0.864684931382741,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.buffer.ContentManager",33.45454545,4,1.8182,383,0,17,8,11,1,2,0,2,0,0,0.436363636,0.25,0,0.899999976158142,0.25,0.713095890985776,TRUE
"jEdit",4.2,"org.gjt.sp.jedit.gui.CompleteWord",34.16666667,15,2.7778,639,0,98,3,18,1,4,4,17,17,3,0.194444444,0.784313725,123,0.959999978542328,0.340000003576279,0.802301369872812,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.options.ContextOptionPane",30.18181818,6,1.9091,349,0,53,1,11,1,2,5,8,8,3,0.5,0.716666667,25,0.980000019073486,0.409999996423721,0.830602740669904,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.msg.PropertiesChanged",4,0,0,5,0,2,1,1,0,10,0,12,2,0,1,2,0,0.9200000166893,0.400000005960464,0.769479451522435,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.Abbrevs",39.42105263,14,2.8947,777,0,99,9,19,0.777777778,4,0,13,11,0,0.111111111,0.722222222,61,1,0.340000003576279,0.828082192270723,FALSE
"jEdit",4.2,"bsh.JavaCharStream",39.83870968,7,1.4516,1283,0,44,25,31,0.705882353,3,0,3,0,0,0.301075269,0.470588235,139,0.949999988079071,0.300000011920929,0.741342465926523,TRUE
"jEdit",4.2,"org.gjt.sp.jedit.gui.FloatingWindowContainer",12.30769231,2,1,177,0,38,9,13,1,5,3,9,8,3,0.307692308,0.8125,62,0.990000009536743,0.259999990463257,0.850684930608697,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.syntax.DefaultTokenHandler",8.777777778,3,1.3333,91,2,12,6,9,1,4,0,8,4,0,0.37037037,0.75,28,0.980000019073486,0.150000005960464,0.711013698496231,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.menu.RecentDirectoriesProvider",51.33333333,10,3.6667,157,0,29,3,3,0,2,0,11,11,0,0.666666667,2,3,0.97000002861023,0.310000002384186,0.856301368752571,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.syntax.Token",24.83333333,2,0.8333,183,1,16,4,6,0,9,0,10,1,0,0.32,1.128571429,11,0.980000019073486,0.219999998807907,0.750630136058755,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.options.PluginManagerOptionPane",60.8,6,2.6,318,0,45,1,5,1,5,5,8,6,3,0.5,0.805555556,0,0.990000009536743,0.389999985694885,0.862109590719824,FALSE
"jEdit",4.2,"gnu.regexp.CharIndexed",0,1,1,4,0,3,3,3,0,29,0,29,0,0,0.833333333,1.5,3,0.990000009536743,0.310000002384186,0.839698629428262,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.buffer.FoldHandler",11.61538462,4,1.4615,168,3,34,10,13,0.5,10,1,13,4,1,0.178571429,0.8125,52,0.980000019073486,0.209999993443489,0.800410959206215,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.gui.StatusBar",46.86956522,19,3.087,1127,0,113,12,23,0.923076923,31,7,38,18,1,0.173913043,0.903846154,153,0.939999997615814,0.0900000035762787,0.761616436096087,TRUE
"jEdit",4.2,"org.gjt.sp.jedit.Mode",20,5,2.2308,278,0,30,13,13,1,12,0,17,6,0,0.338461538,0.733333333,26,0.889999985694885,0.0399999991059303,0.665589041640497,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.help.HelpIndex",45.36363636,3,1.1818,513,0,57,7,11,1,3,0,11,8,0,0.35,0.533333333,23,0.959999978542328,0.150000005960464,0.794876713377156,FALSE
"jEdit",4.2,"org.gjt.sp.jedit.TextUtilities",58.2,31,7.4,896,0,50,14,15,0.375,7,0,11,5,0,0.304761905,1.071428571,105,0.980000019073486,0.360000014305115,0.850356165758551,TRUE
"jEdit",4.2,"gnu.regexp.CharIndexedReader",51.8,10,3.8,272,0,12,3,5,1,2,0,3,1,0,0.6,0.46875,0,0.959999978542328,0.170000001788139,0.796602738271021,TRUE
"jEdit",4.2,"org.gjt.sp.util.Log",26.4375,7,2.3125,456,0,50,7,16,0.588235294,112,0,112,2,0,0.142857143,0.88627451,62,0.879999995231628,0.0500000007450581,0.526383559150647,FALSE
