"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"poi",1.5,"org.apache.poi.hssf.record.LineFormatRecord",15.28,2,0.92,429,0,44,23,25,0.363636364,1,6,6,5,1,0.990000009536743,0.550000011920929,0.924102568473571,TRUE
"poi",1.5,"org.apache.poi.hssf.record.formula.AttrPtg",15.25,1,0.9,336,0,36,20,20,0.909090909,1,2,4,4,1,0.97000002861023,0.550000011920929,0.897136749620112,FALSE
"poi",1.5,"org.apache.poi.hssf.record.RKRecord",15.08695652,6,1.4783,379,0,48,21,23,0.444444444,2,5,8,6,1,1,0.629999995231628,0.935897440737129,FALSE
"poi",1.5,"org.apache.poi.hssf.record.UnicodeString",13.59090909,6,1.4545,325,0,41,18,22,0.75,2,6,5,3,2,0.939999997615814,0.560000002384186,0.84401709248877,TRUE
"poi",1.5,"org.apache.poi.hpsf.MarkUnsupportedException",4,0,0,20,0,8,4,4,0,2,0,3,1,0,0.97000002861023,0.419999986886978,0.74179487185091,TRUE
"poi",1.5,"org.apache.poi.poifs.storage.HeaderBlockReader",22.85714286,2,1,173,0,20,7,7,1,2,0,6,4,0,0.980000019073486,0.519999980926514,0.799829057903371,FALSE
"poi",1.5,"org.apache.poi.hssf.record.formula.ValueReferencePtg",9.357142857,1,0.8571,151,0,24,14,14,0.833333333,2,2,4,3,1,0.97000002861023,0.560000002384186,0.905683757912399,FALSE
"poi",1.5,"org.apache.poi.hssf.record.InterfaceHdrRecord",8.454545455,2,0.8182,107,0,21,9,11,0.333333333,2,6,5,3,1,1,0.649999976158142,0.922820514083928,FALSE
"poi",1.5,"org.apache.poi.hssf.record.UnitsRecord",9.454545455,2,0.8182,117,0,22,9,11,0.5,1,6,5,4,1,1,0.600000023841858,0.92756410745474,FALSE
"poi",1.5,"org.apache.poi.hssf.dev.HSSF",121,8,2,492,0,49,4,4,1,0,0,10,10,0,1,0.6700000166893,0.933803424111798,FALSE
"poi",1.5,"org.apache.poi.hpsf.DocumentSummaryInformation",5.5625,1,0.9375,105,0,27,16,16,0,1,0,4,3,0,0.97000002861023,0.479999989271164,0.887606837428533,FALSE
"poi",1.5,"org.apache.poi.hssf.record.MergeCellsRecord",23.5,2,1.1429,346,0,34,12,14,0.666666667,3,6,6,4,1,0.990000009536743,0.629999995231628,0.929529920093015,FALSE
"poi",1.5,"org.apache.poi.hssf.record.WindowProtectRecord",9.454545455,2,1,117,0,21,9,11,0.5,2,6,5,3,1,1,0.6700000166893,0.932435902265402,TRUE
"poi",1.5,"org.apache.poi.hssf.record.formula.UnknownPtg",2.4,1,0.6,18,0,6,5,5,1,0,2,1,1,1,0.980000019073486,0.620000004768372,0.886068377994065,FALSE
"poi",1.5,"org.apache.poi.hssf.record.FnGroupCountRecord",8.363636364,2,0.8182,106,0,21,9,11,0.333333333,2,6,5,3,1,0.990000009536743,0.550000011920929,0.922222228131743,FALSE
"poi",1.5,"org.apache.poi.hssf.dev.BiffViewer",118.6666667,89,11.1111,1079,0,123,5,9,0.5,0,0,93,93,0,0.980000019073486,0.519999980926514,0.838247861872371,FALSE
"poi",1.5,"org.apache.poi.poifs.storage.SmallDocumentBlock",25.25,3,1.25,319,0,25,8,12,1,6,0,8,2,0,0.990000009536743,0.519999980926514,0.909914527948086,FALSE
"poi",1.5,"org.apache.poi.poifs.storage.RawDataBlockList",9,1,0.8,50,0,16,5,5,0,4,0,8,4,0,0.990000009536743,0.709999978542328,0.932307696495301,FALSE
"poi",1.5,"org.apache.poi.hssf.record.BarRecord",15.26086957,2,0.913,382,0,39,21,23,0.875,1,6,6,5,1,1,0.649999976158142,0.931923082751087,FALSE
"poi",1.5,"org.apache.poi.hssf.eventmodel.HSSFListener",0,1,1,1,0,1,1,1,0,5,0,6,1,0,0.990000009536743,0.620000004768372,0.918418803530881,FALSE
"poi",1.5,"org.apache.poi.poifs.storage.BlockAllocationTableWriter",15.375,3,1.375,134,0,17,7,8,1,2,0,7,5,0,0.990000009536743,0.639999985694885,0.914871795564635,FALSE
"poi",1.5,"org.apache.poi.hssf.record.formula.MemErrPtg",3.888888889,1,0.7778,48,0,12,9,9,0.75,1,2,2,2,1,0.990000009536743,0.660000026226044,0.928247866212812,FALSE
"poi",1.5,"org.apache.poi.poifs.dev.POIFSViewer",36.33333333,4,2.3333,112,0,21,2,3,0,0,0,2,2,0,0.990000009536743,0.550000011920929,0.906880343826408,FALSE
"poi",1.5,"org.apache.poi.hssf.record.CalcModeRecord",8.454545455,2,0.8182,109,0,21,9,11,0.2,2,6,5,3,1,1,0.639999985694885,0.934700858643931,FALSE
"poi",1.5,"org.apache.poi.hssf.record.AreaRecord",13.52941176,2,0.8824,252,0,33,15,17,0.8,1,6,6,5,1,0.990000009536743,0.620000004768372,0.934316247446924,TRUE
"poi",1.5,"org.apache.poi.poifs.dev.POIFSViewable",0,1,1,4,0,4,4,4,0,6,0,6,0,0,0.990000009536743,0.610000014305115,0.916282050884687,FALSE
"poi",1.5,"org.apache.poi.hpsf.Property",34.83333333,3,1.1667,218,0,15,4,6,1,2,0,4,2,0,0.97000002861023,0.379999995231628,0.769145297316404,TRUE
"poi",1.5,"org.apache.poi.poifs.filesystem.POIFSWriterListener",0,1,1,1,0,1,1,1,0,6,0,7,1,0,0.990000009536743,0.560000002384186,0.907863249636104,TRUE
"poi",1.5,"org.apache.poi.hssf.record.LabelRecord",9.80952381,6,1.5714,234,0,30,19,21,0.857142857,2,4,7,5,1,1,0.600000023841858,0.936923082822408,FALSE
