"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","cam","lcom3","lcom","max.coupling","min.coupling","mean.coupling","is.change.prone"
"log4j",1.1,"org.apache.log4j.xml.examples.XCategory",12.07142857,3,1.6429,188,0,33,11,14,0.4,1,3,9,9,1,0.442307692,0.876923077,53,0.97000002861023,0.310000002384186,0.818796299121998,FALSE
"log4j",1.1,"org.apache.log4j.helpers.DateLayout",16.27272727,7,2,199,0,27,11,11,0.555555556,0,0,6,6,0,0.303030303,0.911111111,19,0.97000002861023,0.469999998807907,0.84453703739025,FALSE
"log4j",1.1,"org.apache.log4j.net.test.SocketMin",37,4,1.5,308,0,42,2,8,0,0,0,7,7,0,0.238095238,0.75,14,0.990000009536743,0.370000004768372,0.840092591665409,FALSE
"log4j",1.1,"org.apache.log4j.spi.VectorWriter",9.833333333,2,1,66,0,15,5,6,1,1,0,2,1,0,0.375,0,0,0.910000026226044,0.300000011920929,0.650648146315857,FALSE
"log4j",1.1,"org.apache.log4j.StressCategory",38.07692308,7,2.7692,516,0,40,2,13,0,0,0,4,4,0,0.15,0.697916667,8,0.980000019073486,0.360000014305115,0.846388889959565,FALSE
"log4j",1.1,"org.apache.log4j.test.DefaultInit",7.6,1,0.6,45,0,14,2,5,0,0,0,1,1,0,0.333333333,0.875,8,0.939999997615814,0.400000005960464,0.706666664116912,FALSE
"log4j",1.1,"org.apache.log4j.RollingCalendar",39,3,1.25,161,0,13,2,4,0,0,0,0,0,0,0.583333333,0,0,0.959999978542328,0.419999986886978,0.833888890842597,FALSE
"log4j",1.1,"org.apache.log4j.spi.Filter",0.8,1,0.8,13,0,6,5,5,0,2,0,4,2,0,0.466666667,1.25,10,0.800000011920929,-0.0799999982118607,0.397777777855043,TRUE
"log4j",1.1,"org.apache.log4j.helpers.FormattingInfo",14.33333333,1,0.6667,49,0,10,1,3,0,8,0,9,1,0,1,0,0,0.9200000166893,0.370000004768372,0.759444448131102,FALSE
"log4j",1.1,"org.apache.log4j.spi.Configurator",0,1,1,1,0,1,1,1,0,3,0,4,1,0,1,2,0,0.97000002861023,0.400000005960464,0.74240740581795,FALSE
